unit_name,asa,background,fur,skin,eyes,posture,clothing,hats,item,accessories,rarity_score,rank,name
AGA470,545043458,Bright Pink and Purple,Normal,Red,Yellow,Arm up,,Yellow Dreads,Red Selfiestick,White Shudder Shades,146.2557246881264,392,AlgorillaArmy#470
AGA980,545207836,Light Pink and Red,Normal,Red,Normal,Arm down,Teal Vneck,Yellow Beanie,,Anderson Glasses,146.032687312667,393,AlgorillaArmy#980
AGA538,545073866,Light Blue and Deep Blue,Normal,Green,Blue,"Arm down, smiling",Light Blue Sports Bra,Blue Fishing Hat,,,145.89662812503929,394,AlgorillaArmy#538
AGA430,545032720,Light Green and Mid Green,Normal,Normal,Normal,Arm up,White Tanktop,Brown Tophat,Red Cocktail,White Shudder Shades,145.87908790887482,395,AlgorillaArmy#430
AGA848,545184148,White and Pink,Normal,Yellow,Silver,"Arm up, smiling",,Bright Red Beanie Hat,Purple Cocktail,Aviators,145.08548821955486,396,AlgorillaArmy#848
AGA438,545034996,Orange and Green,Normal,Blue,Blue,"Arm down, smiling",Yellow Vneck,Brown Tophat,,,145.04083834345872,397,AlgorillaArmy#438
AGA536,545073705,Light Grey and Yellow,Red,Yellow,Bloodshot,Arm up,Yellow Tanktop,Yellow Beanie,Green Cocktail,Red Clown Nose,144.71533161198815,398,AlgorillaArmy#536
AGA74,378913647,Light Blue and Deep Blue,Silver,Blue,Normal,"Arm up, smiling",Purple Hawaiian Shirt,Green Fishing Hat,Banana,Black Eyepatch,144.48736950025614,399,AlgorillaArmy#74
AGA491,545049867,Light Blue and Deep Blue,Normal,Normal,Normal,Arm up,Orange Hawaiian Shirt,Black Tophat,Yellow Cocktail,Black Eyepatch,144.1719773684784,400,AlgorillaArmy#491
AGA191,384759869,Sky Blue and White,Normal,Red,Bloodshot,"Arm down, smiling",Pink Vneck,Normal Dreads,,Silver Algo Necklace,144.07106851962908,401,AlgorillaArmy#191
AGA806,545150030,Bright Pink and Purple,Red,Red,Green,"Arm down, smiling",Pink Sports Bra,Blue Dreads,,,144.02265284191398,402,AlgorillaArmy#806
AGA774,545146424,White and Orange,Red,Normal,Red,"Arm up, smiling",Yellow Tanktop,Yellow Banana Hat,Blue Selfiestick,Blue Shutter Shades,143.96790210666734,403,AlgorillaArmy#774
AGA660,545099494,Light Green and Mid Green,Blue,Red,Blue,"Arm up, smiling",Blue Hawaiian Shirt,Dark Blue Backwards Cap,Blue Selfiestick,,143.84957226678208,404,AlgorillaArmy#660
AGA182,384745964,Light Blue and Deep Blue,Pink,Red,Green,"Arm down, smiling",Red Vneck,Brown Tophat,,,143.7705291785224,405,AlgorillaArmy#182
AGA48,377752015,Grey and Green,Normal,Normal,Red,Arm down,Black Vneck,Green Beanie,,Silver Algo Necklace,143.157571098237,406,AlgorillaArmy#48
AGA269,425851204,Purple and Light Green,Purple,Blue,Green,"Arm up, smiling",Leather Belt,Yellow Beanie,Pink Gold Selfiestick,Black Eyepatch,143.07673579699957,407,AlgorillaArmy#269
AGA818,545151214,White and Orange,Pink,Normal,Blue,"Arm down, smiling",Yellow Vneck,Green Backwards Cap,,,142.96453793347374,408,AlgorillaArmy#818
AGA478,545045951,Bright Pink and Light Blue,Normal,Pink,Blue,Arm down,Red Vneck,Green Beanie,,Aviators,142.64222144032377,409,AlgorillaArmy#478
AGA265,425837459,White and Orange,Pink,Normal,Bloodshot,Arm down,Yellow Tanktop,Green Dreads,,Aviators,142.56093867079997,410,AlgorillaArmy#265
AGA528,545072498,Bright Pink and Purple,Yellow,Normal,Green,"Arm down, smiling",Pink Sports Bra,Blue Dreads,,,142.2833908317547,411,AlgorillaArmy#528
AGA65,378880445,Light Blue and Deep Blue,Normal,Pink,Green,Arm up,White Tanktop,Blue Fishing Hat,Red Cocktail,Anderson Glasses,142.02183092522614,412,AlgorillaArmy#65
AGA523,545071896,Light Grey and Yellow,Normal,Normal,Normal,Arm up,Yellow Tanktop,Bright Red Beanie Hat,Oar,White Shudder Shades,141.56945712636906,413,AlgorillaArmy#523
AGA339,449524103,Light Pink and Red,Normal,Green,Red,Arm up,Yellow Tanktop,Dark Blue Backwards Cap,Banana,Yellow Shutter Shades,141.55692700320805,414,AlgorillaArmy#339
AGA893,545194720,White and Orange,Yellow,Green,Green,Arm up,Red Tanktop,Rainbow Afro,Blue Selfiestick,,141.5524096563496,415,AlgorillaArmy#893
AGA363,539414964,Grey and Silver Radial,Purple,Red,Yellow,Arm down,Green Vneck,Green Afro,,,141.54272167387902,416,AlgorillaArmy#363
AGA425,545030961,Light Green and Mid Green,Pink,Blue,Normal,"Arm down, smiling",Red Tanktop,Gold Dreads,,White Shudder Shades,141.40294121970763,417,AlgorillaArmy#425
AGA316,449464847,Purple and Light Green,Normal,Green,Green,"Arm up, smiling",Light Blue Tanktop,,Microphone,Red Clown Nose,141.40118032596197,418,AlgorillaArmy#316
AGA375,544998564,Grey and Green,Red,Green,Normal,"Arm up, smiling",White Tanktop,,Cutlass,,141.24671110025938,419,AlgorillaArmy#375
AGA835,386004164,Purple and Light Green,Red,Blue,Silver,"Arm down, smiling",,Brown Tophat,,Morpheus Glasses,141.11368908891376,420,AlgorillaArmy#835
AGA372,544997943,Light Blue and Deep Blue,Pink,Green,Yellow,"Arm down, smiling",Blue Vneck,Blue Dreads,,White Shudder Shades,141.10803295652104,421,AlgorillaArmy#372
AGA790,545147988,Grey and Green,Normal,Normal,Yellow,Arm up,,Green Dreads,Red Cocktail,,141.02208134706618,422,AlgorillaArmy#790
AGA98,379205034,Sky Blue and White,Zebra,Blue,Normal,"Arm down, smiling",,Red Backwards Cap,,Yellow Shutter Shades,141.01512047134193,423,AlgorillaArmy#98
AGA805,545149944,Bright Pink and Purple,Purple,Blue,Red,Arm up,Blue Hawaiian Shirt,Blue Fishing Hat,Spear,,140.95319063823086,424,AlgorillaArmy#805
AGA371,544997793,Bright Pink and Light Blue,Pink,Gold,Blue,Arm down,Orange Hawaiian Shirt,White Fishing Hat,,Black Eyepatch,140.8275963590719,425,AlgorillaArmy#371
AGA391,545000685,Light Green and Mid Green,Normal,Blue,Normal,Arm down,Green Vneck,Silver Crown,,Yellow Shutter Shades,140.62814705254914,426,AlgorillaArmy#391
AGA424,545030601,Orange and Green,Blue,Normal,Blue,"Arm up, smiling",,Green Backwards Cap,Oar,Yellow Shutter Shades,140.58285914901384,427,AlgorillaArmy#424
AGA959,545205309,Purple and Light Green and White Radial,Blue,Normal,Blue,Arm up,Light Blue Tanktop,Blue Fishing Hat,Green Cocktail,Morpheus Glasses,140.5655836816238,428,AlgorillaArmy#959
AGA31,377728012,Bright Pink and Purple,Normal,Normal,Red,Arm down,Black Vneck,Yellow Backwards Cap,,,140.52750596817185,429,AlgorillaArmy#31
AGA577,545078339,Grey and Green,Normal,Normal,Yellow,"Arm down, smiling",Red Vneck,Blue Beanie,,Morpheus Glasses,140.4685296266127,430,AlgorillaArmy#577
AGA791,545148180,White and Orange,Red,Normal,Green,"Arm up, smiling",Leather Belt,Red Backwards Cap,Red Selfiestick,Black Eyepatch,140.3856045381523,431,AlgorillaArmy#791
AGA226,409012910,Bright Pink and Purple,Blue,Purple,Red,Arm down,Red Tanktop,Rainbow Afro,,Aviators,140.3827263915975,432,AlgorillaArmy#226
AGA251,409100415,Orange and Green,Gold,Red,Blue,Arm down,White Tanktop,Blue Fishing Hat,,Black Eyepatch,140.143634448547,433,AlgorillaArmy#251
AGA828,545153878,Light Blue and Deep Blue,Normal,Red,Normal,"Arm down, smiling",White Tanktop,Gold Tophat,,,140.0809727448546,434,AlgorillaArmy#828
AGA823,545152152,Sky Blue and White,Yellow,Purple,Yellow,Arm up,Green Tanktop,,Purple Cocktail,Morpheus Glasses,140.01845952902204,435,AlgorillaArmy#823
AGA820,545151521,Bright Pink and Light Blue,Normal,Normal,Normal,"Arm down, smiling",,Silver Dreads,,,139.71580132938067,436,AlgorillaArmy#820
AGA21,377713277,Light Green and Mid Green,Blue,Blue,Normal,Arm down,,Green Backwards Cap,,Yellow Lasers,139.69119228230122,437,AlgorillaArmy#21
AGA414,545027964,White and Orange,Blue,Red,Purple,Arm down,Orange Hawaiian Shirt,Green Backwards Cap,,Neo Glasses,139.6337759640108,438,AlgorillaArmy#414
AGA126,384667861,Purple and Light Green,Green,Normal,Normal,Arm up,White Tanktop,,Cutlass,,139.35271891467391,439,AlgorillaArmy#126
AGA718,545140205,Light Grey and Yellow,Yellow,Blue,Red,"Arm up, smiling",Red Tanktop,Green Fishing Hat,Spear,,139.1880312276412,440,AlgorillaArmy#718
AGA529,545072643,White and Pink,Blue,Yellow,Green,Arm down,Light Blue Tanktop,Gold Dreads,,Blue Shutter Shades,138.8793107572987,441,AlgorillaArmy#529
AGA849,545184355,Orange and Green,Normal,Yellow,Normal,Arm down,Blue Vneck,Light Blue Backwards Cap,,Morpheus Glasses,138.8139236505524,442,AlgorillaArmy#849
AGA944,545203661,Bright Pink and Light Blue,Blue,Silver,Bloodshot,"Arm up, smiling",Purple Hawaiian Shirt,,Banana,Anderson Glasses,138.8036573340853,443,AlgorillaArmy#944
AGA252,409102084,Purple and Light Green and White Radial,Purple,Pink,Red,"Arm down, smiling",Pink Sports Bra,,,,138.55335213453304,444,AlgorillaArmy#252
AGA289,425898115,White and Pink,Pink,Normal,Green,Arm up,Suit Purple Tie,,Pink Gold Selfiestick,,138.30849145195495,445,AlgorillaArmy#289
AGA275,425872945,Orange and Green,Normal,Red,Yellow,Arm up,White Tanktop,Yellow Dreads,Green Cocktail,,138.220218615947,446,AlgorillaArmy#275
AGA890,545194018,Light Pink and Red,Blue,Yellow,Pink,"Arm down, smiling",,Green Dreads,,Neo Glasses,137.87424402435084,447,AlgorillaArmy#890
AGA958,545205141,White and Orange,Red,Green,Yellow,"Arm up, smiling",White Tanktop,Black Tophat,Green Cocktail,Yellow Shutter Shades,137.79756548119468,448,AlgorillaArmy#958
AGA290,425898471,Bright Pink and Light Blue,Pink,Red,Blue,"Arm up, smiling",Blue Hawaiian Shirt,Brown Tophat,Red Selfiestick,,137.69400269015983,449,AlgorillaArmy#290
AGA442,545036058,Purple and Light Green and White Radial,Normal,Blue,Normal,"Arm up, smiling",Purple Hawaiian Shirt,,Gold Selfiestick,White Shudder Shades,137.6668724507719,450,AlgorillaArmy#442
AGA26,377719662,Bright Pink and Light Blue,Normal,Normal,Normal,Arm up,Red Tanktop,Blue Dreads,Green Cocktail,Anderson Glasses,137.59915443205782,451,AlgorillaArmy#26
AGA409,545026771,Bright Pink and Light Blue,Green,Purple,Normal,Arm up,Blue Hawaiian Shirt,,Claymore,Blue Shutter Shades,137.4435149702396,452,AlgorillaArmy#409
AGA29,377723886,White and Orange,Green,Green,Green,"Arm up, smiling",Leather Belt,Black Tophat,Banana,,137.34317774245895,453,AlgorillaArmy#29
AGA394,545001061,Bright Pink and Purple,Blue,Pink,Normal,"Arm up, smiling",Leather Belt,Green Afro,Banana,White Shudder Shades,137.15620617304097,454,AlgorillaArmy#394
AGA693,546877542,Bright Pink and Light Blue,Blue,Red,Normal,"Arm up, smiling",,Yellow Beanie,Microphone,Yellow Shutter Shades,137.03669372973147,455,AlgorillaArmy#693
AGA770,545146034,Light Grey and Yellow,Normal,Pink,Purple,"Arm down, smiling",Green Vneck,Bright Red Beanie Hat,,,136.95551245898912,456,AlgorillaArmy#770
AGA862,545187343,White and Orange,Yellow,Red,Blue,"Arm down, smiling",Black Sports Bra,,,,136.8102629883604,457,AlgorillaArmy#862
AGA926,545201291,Bright Pink and Purple,Yellow,Green,Blue,Arm up,Blue Hawaiian Shirt,Red Backwards Cap,Red Selfiestick,Neo Glasses,136.80198793744344,458,AlgorillaArmy#926
AGA294,425946331,White and Pink,Normal,Blue,Green,"Arm down, smiling",Teal Vneck,Green Afro,,,136.7964440846332,459,AlgorillaArmy#294
AGA867,545188469,Bright Pink and Purple,Blue,Purple,Normal,"Arm up, smiling",Green Tanktop,,Claymore,,136.67174355328086,460,AlgorillaArmy#867
AGA508,545070029,Light Blue and Deep Blue,Green,Red,Normal,Arm up,Light Blue Tanktop,Red Backwards Cap,Oar,,136.5760648940299,461,AlgorillaArmy#508
AGA527,545072338,Light Blue and Deep Blue,Red,Red,Normal,Arm up,Purple Hawaiian Shirt,Green Beanie,Red Selfiestick,Yellow Shutter Shades,136.54326619241562,462,AlgorillaArmy#527
AGA261,425828604,Bright Pink and Purple,Normal,Blue,Normal,Arm up,Leather Belt,Blue Beanie,Green Cocktail,Anderson Glasses,136.4582804650969,463,AlgorillaArmy#261
AGA233,409035181,Sky Blue and White,Blue,Red,Normal,"Arm up, smiling",Green Tanktop,Yellow Beanie,Green Cocktail,Blue Shutter Shades,136.40896807137457,464,AlgorillaArmy#233
AGA798,545149256,White and Pink,Normal,Normal,Normal,Arm up,Banana Shirt,Blue Beanie,Yellow Cocktail,,136.2619623122599,465,AlgorillaArmy#798
AGA734,545141955,White and Purple,Red,Purple,Red,"Arm up, smiling",,Yellow Banana Hat,Banana,Blue Shutter Shades,136.22750971750585,466,AlgorillaArmy#734
AGA122,384663810,Sky Blue and White,Zebra,Normal,Normal,Arm down,Blue Hawaiian Shirt,Blue Fishing Hat,,,136.15482915423183,467,AlgorillaArmy#122
AGA420,545029463,Grey and Green,Normal,Red,Yellow,Arm up,Yellow Tanktop,Normal Dreads,Red Cocktail,,136.15229545426237,468,AlgorillaArmy#420
AGA495,545050969,White and Orange,Yellow,Yellow,Red,"Arm up, smiling",Green Tanktop,,Purple Cocktail,Aviators,135.8271788908736,469,AlgorillaArmy#495
AGA360,464249748,Light Grey and Yellow,Normal,Blue,Blue,"Arm down, smiling",Red Vneck,Normal Dreads,,Yellow Shutter Shades,135.8134553859656,470,AlgorillaArmy#360
AGA942,545203459,White and Pink,Normal,Silver,Green,"Arm up, smiling",Blue Hawaiian Shirt,Normal Dreads,Banana,Yellow Shutter Shades,135.63254507799897,471,AlgorillaArmy#942
AGA811,545150534,Bright Pink and Purple,Gold,Normal,Red,Arm up,White Tanktop,Blue Fishing Hat,Banana,,135.57912830322485,472,AlgorillaArmy#811
AGA85,379113349,Light Grey and Yellow,Normal,Red,Blue,Arm down,Green Vneck,Green Afro,,Yellow Shutter Shades,135.3507169939084,473,AlgorillaArmy#85
AGA71,378898298,Grey and Green,Lava,Yellow,Blue,"Arm up, smiling",,Blue Fishing Hat,Green Cocktail,,135.30861354465745,474,AlgorillaArmy#71
AGA283,425893869,Light Pink and Red,Normal,Normal,Normal,Arm down,Suit Red Tie,,,Silver Algo Necklace,135.25992496249214,475,AlgorillaArmy#283
AGA880,545191282,Grey and Silver Radial,Blue,Green,Blue,"Arm down, smiling",Red Tanktop,Pink Dreads,,Yellow Shutter Shades,135.20366515815937,476,AlgorillaArmy#880
AGA408,545026559,Bright Pink and Purple,Normal,Pink,Bloodshot,Arm up,Light Blue Tanktop,,Red Cocktail,Black Eyepatch,135.1776608047467,477,AlgorillaArmy#408
AGA682,545105409,Bright Pink and Purple,Green,Silver,Red,"Arm up, smiling",Yellow Tanktop,Normal Dreads,Pink Gold Selfiestick,,134.98077781923536,478,AlgorillaArmy#682
AGA600,545081305,Light Green and Mid Green,Normal,Pink,Pink,Arm up,Yellow Tanktop,Red Dreads,Green Cocktail,,134.94329271162326,479,AlgorillaArmy#600
AGA149,384695738,White and Purple,Silver,Normal,Blue,"Arm down, smiling",Pink Vneck,Yellow Banana Hat,,,134.87755157937636,480,AlgorillaArmy#149
AGA415,545028176,Purple and Light Green,Pink,Normal,Normal,Arm up,Pink Sports Bra,,Yellow Cocktail,Aviators,134.794963655777,481,AlgorillaArmy#415
AGA647,545095900,Bright Pink and Light Blue,Yellow,Green,Yellow,Arm up,Yellow Tanktop,Blue Fishing Hat,Oar,,134.55959539521285,482,AlgorillaArmy#647
AGA643,545094762,Light Green and Mid Green,Yellow,Yellow,Pink,Arm up,,Green Beanie,Yellow Cocktail,Neo Glasses,134.51078062699878,483,AlgorillaArmy#643
AGA241,409072768,Orange and Green,Green,Green,Normal,Arm up,White Tanktop,Green Afro,Yellow Cocktail,Neo Glasses,134.50161957628973,484,AlgorillaArmy#241
AGA830,545154706,Grey and Green,Red,Green,Yellow,Arm up,White Tanktop,Light Blue Backwards Cap,Yellow Cocktail,,134.499572612341,485,AlgorillaArmy#830
AGA222,409000943,White and Orange,Normal,Purple,Black,"Arm down, smiling",Red Tanktop,,,Yellow Shutter Shades,134.4804860787677,486,AlgorillaArmy#222
AGA154,384701475,Orange and Green,Blue,Pink,Normal,Arm down,,Gold Crown,,,134.09691728871272,487,AlgorillaArmy#154
AGA295,425948187,White and Pink,Yellow,Yellow,Normal,"Arm down, smiling",Blue Hawaiian Shirt,Yellow Backwards Cap,,Yellow Shutter Shades,134.0304492607132,488,AlgorillaArmy#295
AGA139,384685274,White and Purple,Yellow,Yellow,Green,Arm up,Banana Shirt,,Pink Gold Selfiestick,Blue Shutter Shades,133.90220723323424,489,AlgorillaArmy#139
AGA565,545076869,Bright Pink and Light Blue,Red,Green,Red,Arm up,Purple Hawaiian Shirt,Green Backwards Cap,Green Cocktail,,133.74471164909292,490,AlgorillaArmy#565
AGA745,545143099,Bright Pink and Purple,Normal,Silver,Green,"Arm down, smiling",Light Blue Tanktop,Silver Crown,,Neo Glasses,133.74282907449646,491,AlgorillaArmy#745
AGA287,425896559,Purple and Light Green,Blue,Normal,Normal,"Arm up, smiling",White Tanktop,Blue Fishing Hat,Claymore,Blue Shutter Shades,133.6404181362423,492,AlgorillaArmy#287
AGA971,545206857,White and Pink,Blue,Purple,Pink,"Arm down, smiling",Teal Vneck,,,Yellow Shutter Shades,133.47362295841634,493,AlgorillaArmy#971
AGA382,544999736,Grey and Silver Radial,Normal,Red,Normal,Arm down,,Green Backwards Cap,,Yellow Lasers,133.37700010848704,494,AlgorillaArmy#382
AGA52,378825888,Bright Pink and Light Blue,Zebra,Red,Normal,"Arm down, smiling",,Bright Red Beanie Hat,,,133.28402573643103,495,AlgorillaArmy#52
AGA314,449458206,Orange and Green,Normal,Normal,Blue,Arm down,White Spacesuit,Blue Fishing Hat,,,133.19267435790138,496,AlgorillaArmy#314
AGA800,545149453,Light Pink and Red,Normal,Red,Blue,Arm down,Red Vneck,Yellow Banana Hat,,,132.87506127467864,497,AlgorillaArmy#800
AGA436,545034524,Orange and Green,Normal,Yellow,Normal,"Arm down, smiling",Purple Hawaiian Shirt,Yellow Backwards Cap,,Yellow Shutter Shades,132.65000869137262,498,AlgorillaArmy#436
AGA378,544999222,Grey and Silver Radial,Normal,Blue,Yellow,"Arm down, smiling",Light Blue Sports Bra,,,,132.59517164010373,499,AlgorillaArmy#378
AGA396,545001365,White and Pink,Silver,Normal,Purple,Arm up,White Tanktop,,Microphone,,132.42147475411343,500,AlgorillaArmy#396
AGA588,545079882,Grey and Green,Yellow,Blue,Blue,"Arm down, smiling",Yellow Tanktop,Green Dreads,,Blue Shutter Shades,132.2284232171233,501,AlgorillaArmy#588
AGA903,545196962,White and Orange,Pink,Red,Normal,Arm down,Blue Hawaiian Shirt,Light Blue Backwards Cap,,Blue Shutter Shades,132.156866010679,502,AlgorillaArmy#903
AGA617,545086487,Grey and Silver Radial,Purple,Green,Normal,"Arm up, smiling",,Brown Tophat,Green Cocktail,White Shudder Shades,132.13902118475443,503,AlgorillaArmy#617
AGA614,545085111,White and Purple,Normal,Normal,Normal,"Arm up, smiling",White Tanktop,Rainbow Afro,Red Selfiestick,Aviators,132.01796341412486,504,AlgorillaArmy#614
AGA696,545138007,Brown and Gold Radial,Yellow,Normal,Normal,Arm up,Banana Shirt,,Yellow Cocktail,,131.89673018546338,505,AlgorillaArmy#696
AGA756,545144373,White and Pink,Normal,Blue,Normal,"Arm down, smiling",Green Vneck,Normal Dreads,,Blue Shutter Shades,131.72149075168713,506,AlgorillaArmy#756
AGA827,545153170,Bright Pink and Light Blue,Normal,Blue,Blue,"Arm up, smiling",Red Tanktop,Red Backwards Cap,Red Selfiestick,Black Eyepatch,131.37433067182326,507,AlgorillaArmy#827
AGA631,545090846,Orange and Green,Blue,Silver,Normal,Arm up,,Bright Red Beanie Hat,Banana,Silver Algo Necklace,131.36908076991205,508,AlgorillaArmy#631
AGA953,545204634,Bright Pink and Purple,Normal,Yellow,Bloodshot,"Arm up, smiling",Light Blue Tanktop,Brown Tophat,Yellow Cocktail,,131.29377242891823,509,AlgorillaArmy#953
AGA960,545205428,Light Pink and Red,Blue,Red,Yellow,"Arm up, smiling",White Tanktop,Blue Fishing Hat,Green Cocktail,Red Clown Nose,131.2700633873751,510,AlgorillaArmy#960
AGA557,545075977,White and Orange,Normal,Normal,Blue,Arm up,Yellow Tanktop,Bright Red Beanie Hat,Claymore,,131.099192786535,511,AlgorillaArmy#557
AGA24,377716839,Grey and Green,Silver,Gold,Normal,Arm up,Leather Belt,,Yellow Cocktail,Yellow Shutter Shades,130.81704312504854,512,AlgorillaArmy#24
AGA300,425971772,Light Grey and Yellow,Green,Pink,Blue,Arm down,Pink Vneck,Yellow Banana Hat,,,130.77980066241255,513,AlgorillaArmy#300
AGA347,449554565,Light Green and Mid Green,Pink,Normal,Red,Arm up,Light Blue Tanktop,Bright Red Beanie Hat,Green Cocktail,Aviators,130.658979983702,514,AlgorillaArmy#347
AGA215,408984469,Bright Pink and Purple,Silver,Silver,Normal,Arm up,Purple Hawaiian Shirt,,Yellow Cocktail,White Shudder Shades,130.4994865890896,515,AlgorillaArmy#215
AGA502,545069210,Grey and Silver Radial,Red Zebra,Green,Normal,Arm down,Leather Belt,,,,130.47762004258578,516,AlgorillaArmy#502
AGA929,545201560,Purple and Light Green,Normal,Normal,Yellow,Arm up,,Yellow Backwards Cap,Pink Gold Selfiestick,Blue Shutter Shades,130.33250165466615,517,AlgorillaArmy#929
AGA145,384691183,Sky Blue and White,Normal,Pink,Blue,Arm down,Suit Purple Tie,,,White Shudder Shades,130.23658609615768,518,AlgorillaArmy#145
AGA267,425841914,White and Pink,Yellow,Green,Purple,"Arm down, smiling",Pink Vneck,Green Afro,,,130.12238693166572,519,AlgorillaArmy#267
AGA142,384688419,Grey and Silver Radial,Normal,Green,Bloodshot,Arm down,Black Vneck,Yellow Beanie,,Blue Shutter Shades,130.0342098494727,520,AlgorillaArmy#142
AGA997,545210106,Bright Pink and Light Blue,Normal,Yellow,Normal,"Arm up, smiling",Light Blue Tanktop,Green Beanie,Green Cocktail,Anderson Glasses,129.9868052727241,521,AlgorillaArmy#997
AGA906,545197549,Sky Blue and White,Blue,Normal,Red,Arm up,Yellow Tanktop,,Red Cocktail,Anderson Glasses,129.8909342233541,522,AlgorillaArmy#906
AGA874,545190030,Sky Blue and White,Yellow,Gold,Green,"Arm up, smiling",Light Blue Tanktop,Red Backwards Cap,Pink Gold Selfiestick,,129.8486780891012,523,AlgorillaArmy#874
AGA578,545078518,Purple and Light Green and White Radial,Normal,Green,Normal,"Arm down, smiling",Yellow Tanktop,Pink Dreads,,,129.7595341488488,524,AlgorillaArmy#578
AGA826,545152937,Sky Blue and White,Blue,Purple,Normal,Arm up,Green Tanktop,,Red Selfiestick,Neo Glasses,129.75272469154407,525,AlgorillaArmy#826
AGA260,425823559,Bright Pink and Purple,Normal,Blue,Normal,"Arm down, smiling",Banana Shirt,Brown Tophat,,,129.61838471022492,526,AlgorillaArmy#260
AGA418,545028892,Light Blue and Deep Blue,Yellow,Normal,Bloodshot,Arm down,,Light Blue Backwards Cap,,Anderson Glasses,129.56839198651568,527,AlgorillaArmy#418
AGA73,378911884,Bright Pink and Purple,Normal,Normal,Green,"Arm down, smiling",Banana Shirt,Black Tophat,,,129.4348182447465,528,AlgorillaArmy#73
AGA879,545191104,White and Pink,Yellow,Yellow,Normal,Arm up,Yellow Tanktop,Dark Blue Backwards Cap,Pink Gold Selfiestick,,129.19952429058307,529,AlgorillaArmy#879
AGA282,425893338,Grey and Green,Silver,Pink,Red,"Arm down, smiling",Red Tanktop,Blue Dreads,,,128.84379812265345,530,AlgorillaArmy#282
AGA125,384666518,Grey and Green,Purple,Yellow,Bloodshot,Arm down,Red Vneck,,,Morpheus Glasses,128.65223005728828,531,AlgorillaArmy#125
AGA683,545105783,Brown and Gold Radial,Blue,Red,Normal,"Arm down, smiling",Light Blue Tanktop,Red Dreads,,,128.64812928869432,532,AlgorillaArmy#683
AGA62,378874465,White and Purple,Purple,Normal,Normal,"Arm up, smiling",White Tanktop,,Oar,Neo Glasses,128.6201119742936,533,AlgorillaArmy#62
AGA94,379192133,Grey and Silver Radial,Silver,Gold,Yellow,"Arm down, smiling",White Tanktop,Normal Dreads,,,128.6098289364476,534,AlgorillaArmy#94
AGA645,545095293,White and Purple,Pink,Normal,Normal,"Arm down, smiling",Teal Vneck,,,Anderson Glasses,128.4544997800288,535,AlgorillaArmy#645
AGA89,379140653,Grey and Silver Radial,Red,Red,Yellow,Arm up,,Silver Crown,Green Cocktail,Yellow Shutter Shades,128.38970002167025,536,AlgorillaArmy#89
AGA11,377692895,Light Grey and Yellow,Normal,Normal,Blue,"Arm up, smiling",Light Blue Tanktop,Normal Dreads,Purple Cocktail,Blue Shutter Shades,128.2715451473727,537,AlgorillaArmy#11
AGA672,545102562,Grey and Green,Green,Red,Normal,"Arm up, smiling",Yellow Tanktop,Blue Fishing Hat,Gold Selfiestick,Blue Shutter Shades,128.21229826376253,538,AlgorillaArmy#672
AGA254,409115360,Sky Blue and White,Blue,Blue,Normal,"Arm up, smiling",Light Blue Tanktop,Blue Beanie,Pink Gold Selfiestick,White Shudder Shades,128.1912761211544,539,AlgorillaArmy#254
AGA817,545151088,Bright Pink and Purple,Normal,Red,Yellow,Arm down,Blue Vneck,Blue Beanie,,Neo Glasses,128.18047592277588,540,AlgorillaArmy#817
AGA356,449581782,Bright Pink and Light Blue,Purple,Normal,Normal,Arm up,,Green Afro,Yellow Cocktail,Black Eyepatch,128.01056508860182,541,AlgorillaArmy#356
AGA493,545050454,Orange and Green,Red,Pink,Pink,Arm down,Orange Hawaiian Shirt,Green Backwards Cap,,White Shudder Shades,127.95477453306114,542,AlgorillaArmy#493
AGA951,545204461,Sky Blue and White,Normal,Normal,Silver,Arm down,Pink Vneck,Bright Red Beanie Hat,,,127.86335098848336,543,AlgorillaArmy#951
AGA256,409120718,White and Purple,Normal,Yellow,Red,Arm down,Teal Vneck,,,Neo Glasses,127.70272655300342,544,AlgorillaArmy#256
AGA352,449569769,Purple and Light Green,Normal,Blue,Red,Arm down,Teal Vneck,,,Black Eyepatch,127.66450635138268,545,AlgorillaArmy#352
AGA918,545200567,Bright Pink and Light Blue,Normal,Green,Normal,"Arm up, smiling",Light Blue Tanktop,Blue Fishing Hat,Spear,Yellow Shutter Shades,127.52628922540788,546,AlgorillaArmy#918
AGA751,545143928,Orange and Green,Purple,Green,Normal,Arm down,Pink Vneck,Green Beanie,,Blue Shutter Shades,127.5006184562011,547,AlgorillaArmy#751
AGA124,384665664,Sky Blue and White,Blue,Blue,Green,Arm down,Blue Vneck,Blue Fishing Hat,,Silver Algo Necklace,127.47489261949332,548,AlgorillaArmy#124
AGA158,384707502,Grey and Green,Normal,Blue,Green,Arm down,Red Vneck,White Fishing Hat,,Yellow Shutter Shades,127.45414107489208,549,AlgorillaArmy#158
AGA368,539439453,Orange and Green,Purple,Green,Purple,"Arm up, smiling",,Bright Red Beanie Hat,Green Cocktail,Yellow Shutter Shades,127.44760611162094,550,AlgorillaArmy#368
AGA318,449470091,White and Pink,Yellow,Purple,Purple,Arm up,Yellow Tanktop,,Green Cocktail,Silver Algo Necklace,127.39423296020962,551,AlgorillaArmy#318
AGA882,545191953,Light Blue and Deep Blue,Red,Normal,Normal,Arm down,Black Vneck,Red Backwards Cap,,Neo Glasses,127.32241788915006,552,AlgorillaArmy#882
